,Champion,Role,Patch,Win,Summoner1,Summoner2,Turrets_Killed,Total_Minions_Killed,Total_Jungle_Monsters_Killed,Total_Damage_DealtToChampions,Item0,Item1,Item2,Item3,Item4,Item5,Item6,KDA,Kill_Participation,Damage_Share,Turret_Plates_Taken,Gold_Per_Minute,Damage_Per_Minute,Vision_Score_Per_Minute,Lane_Minions_Before_10_Minutes,Jungle_CS_Before_10_Minutes,Sol_Kills,Barons_Killed,Dragons_Killed,Void_Grubs_Killed,Rift_Heralds_Killed,Defense_Rune,Flex_Rune,Offense_Rune,Primary_Tree,Primary_Keystone,Primary_Choice1,Primary_Choice2,Primary_Choice3,Secondary_Tree,Secondary_Choice1,Secondary_Choice2
0,Zed,JUNGLE,14.11,True,11,4,3,17,173,17655,6698,6699,3158,6695,1036,0,3364,13.0,0.6190476190476191,0.18702863027938496,0,454.81371356542445,632.0103585802855,0.8096597113481735,1,82.00000008940697,2,0,1,6,1,5001,5008,5005,8100,8112,8143,8138,8106,8200,8236,8210
0,Garen,TOP,14.11,True,14,4,4,193,8,45729,6631,3006,3742,3046,3031,1018,3340,4.75,0.4418604651162791,0.3288839944749759,3,501.9573327144754,1484.8779621273,0.6445366916905887,75,0.0,5,0,4,1,0,5001,5008,5005,8000,8010,9111,9105,8299,8400,8242,8444
0,Zed,JUNGLE,14.11,True,11,4,0,31,186,50702,6698,6699,3158,3814,3036,6696,3364,2.6,0.5098039215686274,0.2700565787179419,0,524.3339740098131,1336.2263022706416,0.7344672342496833,3,74.00000008940697,5,1,4,6,0,5001,5008,5005,8100,8112,8143,8138,8106,8200,8275,8210
0,Sett,JUNGLE,14.11,False,11,4,0,16,69,2093,6631,1103,3047,0,0,0,3340,0.6666666666666666,0.3333333333333333,0.0811523431872136,0,291.51657582350066,131.63110340622313,0.7638965731625211,3,64.00000005960464,0,0,1,0,0,5001,5008,5005,8000,8010,9111,9104,8299,8300,8304,8347
0,Sett,JUNGLE,14.11,False,11,4,0,58,164,26159,6631,2501,3047,6610,3075,3044,3364,3.1666666666666665,0.475,0.19070745266544475,0,428.0394025242846,733.8343293047886,0.7284833702898934,2,62.000000059604645,1,0,4,4,0,5001,5008,5005,8000,8010,9111,9104,8299,8300,8304,8347
0,Zed,JUNGLE,14.11,True,11,4,1,48,194,35176,6698,6699,3158,6692,3036,3814,3340,8.666666666666666,0.4482758620689655,0.19749258083527235,0,483.3551797413292,975.383297548628,0.8176925154321147,0,74.00000008940697,4,0,3,6,0,5001,5008,5005,8100,8112,8143,8138,8106,8200,8210,8275
0,Sett,JUNGLE,14.11,True,11,4,3,51,147,21142,6631,3047,2501,3053,3742,1028,3364,8.5,0.5,0.1933060648645347,0,477.09610939463755,639.99390778894,0.7072709890240292,3,74.00000011920929,1,0,2,6,1,5001,5008,5005,8000,8010,9111,9104,8299,8300,8304,8347
0,Mordekaiser,TOP,14.11,True,14,4,4,249,8,35941,3157,3047,3116,6653,4633,3076,3340,7.5,0.40540540540540543,0.35153242425370074,5,530.9808893071372,1142.6376162743338,0.7295290538432267,79,0.0,10,1,3,3,0,5001,5008,5005,8000,8010,9111,9105,8299,8400,8473,8451
0,Darius,TOP,14.11,True,6,4,5,258,12,28202,4401,3047,3078,3053,3742,2021,3340,6.0,0.42857142857142855,0.2489338598261391,1,531.6228835526268,866.8660502263763,1.0743646611366586,71,0.0,5,1,4,6,1,5001,5008,5005,8000,8010,9111,9105,8299,8400,8473,8451
0,Akali,MIDDLE,14.11,True,12,4,3,122,0,6956,1054,3100,3111,3145,1058,0,3340,7.0,0.4375,0.18936114039157617,5,497.7980840520498,417.01979985716815,0.7207381118274583,59,0.0,4,0,1,6,0,5001,5008,5008,8000,8021,8009,9105,8014,8400,8444,8451
0,TwistedFate,MIDDLE,14.11,False,12,4,1,202,0,24116,3157,6657,3100,3020,3094,0,3340,1.25,0.5882352941176471,0.3402818093035032,3,434.14394624903474,769.8927793812327,0.7839742231625596,64,0.0,2,0,1,3,0,5001,5008,5008,8300,8369,8304,8352,8347,8200,8233,8236
0,Chogath,MIDDLE,14.11,False,14,4,0,124,1,15347,1056,3145,6655,3020,1058,0,3340,2.6666666666666665,0.8,0.40145168815071014,3,422.46160740534594,906.2611767737744,0.489815204711766,70,0.0,5,0,0,0,0,5001,5008,5008,8200,8229,8226,8210,8237,8100,8106,8138
0,Garen,TOP,14.11,False,12,4,1,203,6,20982,6631,3046,3006,3742,2021,2055,3340,1.4285714285714286,0.47619047619047616,0.265775638989188,5,394.2465170122495,683.1820715519858,0.7828590579310206,62,0.0,4,0,0,3,0,5001,5008,5005,8000,8010,9111,9104,8299,8400,8473,8242
0,Sett,TOP,14.11,True,12,4,5,243,2,50531,3071,6631,2501,3047,3053,6610,3340,2.25,0.32142857142857145,0.218832140136708,2,477.93143673971935,1226.641211964741,0.8910154579559665,62,0.0,4,1,2,0,1,5001,5008,5008,8300,8369,8321,8313,8347,8400,8444,8451
0,Zed,MIDDLE,14.11,False,12,4,0,159,0,18972,1054,6698,3158,6699,3036,0,3364,4.333333333333333,0.65,0.32124086463941226,1,489.3477037540599,820.5288986820829,0.6389728024481646,65,0.0,2,0,0,0,0,5001,5008,5008,8300,8369,8321,8313,8347,8400,8444,8451
0,Viego,TOP,14.11,False,12,4,0,100,0,5383,1055,6690,3047,1037,1043,1036,3340,0.4,0.3333333333333333,0.23539687667967132,0,296.8573101203786,312.8544639993286,0.5250880606320788,61,0.0,0,0,0,4,0,5001,5008,5005,8000,8010,9111,9104,8299,8400,8473,8242
0,Sett,JUNGLE,14.11,True,11,4,5,45,127,33454,2501,6631,3047,3053,1028,1029,3364,7.0,0.5833333333333334,0.31864353399594325,0,515.3317392941598,1169.9878659559442,1.249716962357578,1,66.50000008940697,4,0,2,6,1,5001,5008,5005,8000,8010,9111,9104,8299,8300,8304,8347
0,Zed,JUNGLE,14.11,True,11,4,1,48,205,31045,3158,6698,3036,3814,6692,3161,3364,4.8,0.5853658536585366,0.16970431736706093,0,432.11736491521043,694.0554524616699,0.7962347223391086,7,72.00000008940697,0,1,4,6,1,5001,5008,5005,8300,8369,8321,8313,8347,8100,8143,8135
0,Sett,JUNGLE,14.11,True,11,4,1,21,161,34303,2501,6631,3047,3053,6610,0,3364,14.0,0.6511627906976745,0.2902835489153514,0,534.2931629720636,1104.5379637472674,0.9133116838141182,1,72.00000008940697,3,1,2,5,1,5001,5008,5005,8000,8010,9111,9104,8299,8300,8304,8347
0,Sett,JUNGLE,14.11,True,11,4,4,45,126,25492,3047,6631,2501,3053,2021,0,3364,9.5,0.4634146341463415,0.2316875900465553,0,482.3777232823595,889.8479493224193,0.7690802215732533,3,70.00000008940697,0,0,2,6,0,5001,5008,5005,8000,8010,9111,9104,8299,8300,8304,8347
0,Sett,JUNGLE,14.11,True,11,4,4,36,137,33890,2501,6631,3053,3047,1028,0,3364,2.857142857142857,0.43478260869565216,0.21447285210056188,0,390.974051890925,986.7968157134426,0.3849492859947705,0,48.000000059604645,3,1,2,2,1,5001,5008,5005,8000,8010,9111,9104,8299,8300,8304,8347
0,JarvanIV,JUNGLE,14.11,True,11,4,2,8,160,23586,3110,6610,3161,3111,3053,1028,3364,5.428571428571429,0.8444444444444444,0.16873008419946225,0,426.36784872093807,654.683264218712,0.8931854844950776,0,71.00000008940697,0,0,2,3,0,5001,5008,5005,8000,8010,9111,9104,8014,8300,8304,8347
0,Olaf,JUNGLE,14.11,True,11,6,2,14,151,29679,6610,6631,2501,3053,3047,1028,3340,29.0,0.6744186046511628,0.2996209719707358,0,505.44726841559554,1019.4596351660792,1.4082244525951566,0,70.50000008940697,1,1,3,4,1,5001,5008,5005,8000,8010,9111,9104,8299,8300,8410,8304
0,Zed,JUNGLE,14.10,True,11,4,2,34,157,35225,6698,6694,3158,6699,6696,3814,3364,27.0,0.8181818181818182,0.4147541098119811,0,701.3060395319867,1303.825182636236,1.1510259628738417,5,80.00000011920929,3,0,4,5,1,5001,5008,5005,8300,8369,8321,8313,8347,8100,8143,8135
0,Karthus,JUNGLE,14.10,False,11,4,2,43,226,76342,6653,2503,3135,3118,4645,3089,3364,3.5555555555555554,0.6956521739130435,0.3643125004281609,0,487.8124230352921,1766.6830054639597,0.5977248829435975,0,74.00000008940697,0,0,4,3,1,5001,5008,5008,8300,8369,8304,8313,8347,8100,8138,8106
0,Lillia,JUNGLE,14.10,False,11,4,0,19,132,21498,6653,2503,3020,3116,1052,1052,3340,1.75,0.6363636363636364,0.2532264955052884,0,403.494780274012,776.1257734565651,0.8150975706481267,4,60.00000008940697,1,1,1,0,0,5001,5008,5005,8000,8010,9111,9105,8014,8300,8304,8347
0,Karthus,JUNGLE,14.10,False,11,3,0,3,127,26400,6653,2503,3108,3020,3802,0,3340,2.0,0.7,0.3259950841344255,0,405.69279650926387,1075.3445108304027,1.0636404881676769,0,70.00000011920929,1,0,1,1,0,5001,5008,5008,8300,8369,8304,8313,8347,8100,8138,8106
0,Khazix,JUNGLE,14.10,True,11,4,0,4,59,4971,3142,1102,3134,3158,6690,2055,3513,5.0,0.2777777777777778,0.14802074087643505,0,445.38647410175264,326.2172682276422,1.1039264580171895,4,54.00000002980232,1,0,2,6,1,5001,5008,5008,8300,8369,8304,8352,8347,8100,8143,8135
0,Karthus,JUNGLE,14.10,False,11,3,0,22,119,34974,6653,2503,3020,3118,1052,0,3340,1.2727272727272727,0.5833333333333334,0.3662281687108824,0,389.76981458499984,1235.6946382245474,0.8580362979661866,0,74.00000005960464,1,0,1,3,0,5001,5008,5008,8100,8128,8126,8138,8106,8000,8009,8299
0,Zed,JUNGLE,14.10,True,11,4,1,50,139,24175,6698,6699,3158,6694,6695,0,3364,14.0,0.56,0.28397126260263383,1,512.517853290713,869.0318911297612,0.7467086862281853,2,70.00000011920929,4,1,1,6,1,5001,5008,5005,8100,8112,8143,8138,8106,8200,8275,8210
0,LeeSin,JUNGLE,14.10,True,11,4,0,17,114,24862,3053,6692,6610,0,3047,0,3340,20.0,0.8333333333333334,0.32163136581043983,0,514.0594039936291,1002.87920668992,1.0928466178700134,3,62.00000008940697,3,0,1,6,1,5001,5008,5005,8000,8010,9111,9104,8014,8300,8304,8347
0,Olaf,JUNGLE,14.9,False,11,6,1,39,224,40935,6631,3156,3009,6610,6333,3123,3340,3.0,0.46153846153846156,0.2003266208411089,0,403.38663750796064,1009.671190425836,1.19605457435025,1,70.00000011920929,1,0,2,6,0,5001,5008,5005,8000,8010,9111,9104,8299,8300,8304,8410
0,Zed,MIDDLE,14.9,False,14,4,0,109,0,8972,1054,6692,2020,2015,3158,0,3340,1.6666666666666667,0.5,0.27674368323473997,2,347.94938038537447,482.6904185468652,1.0592527943258059,64,0.0,3,0,0,3,1,5001,5008,5008,8300,8369,8304,8321,8347,8100,8139,8106
0,Kayn,JUNGLE,14.9,True,11,4,4,41,190,47181,3047,6692,3071,3161,6333,3053,3340,6.333333333333333,0.6666666666666666,0.2307545704012991,0,472.41592159431764,1084.3593789026065,1.3520801904944781,3,66.00000011920929,3,1,3,3,1,5001,5008,5008,8000,8010,9111,9105,8299,8300,8304,8347
0,Darius,JUNGLE,14.9,False,11,6,0,5,78,2481,3078,1036,3047,2022,0,0,3340,2.0,0.5,0.08087460917751438,0,322.3680223889693,139.44906035546126,0.9466695594290787,1,60.00000008940697,0,0,1,0,0,5001,5008,5005,8000,8010,9111,9105,8299,8200,8275,8234
0,Rammus,TOP,14.9,False,6,4,3,260,2,45727,2504,3075,3068,6665,3742,3110,3340,2.6363636363636362,0.7435897435897436,0.29764078344035055,2,460.72915515328134,1077.8816037924987,0.6643020349147111,58,0.0,5,0,4,0,1,5001,5001,5005,8400,8439,8446,8429,8451,8300,8316,8347
0,Zac,TOP,14.9,True,12,4,4,219,2,17975,1054,3068,3047,3075,3065,0,3340,14.0,0.4666666666666667,0.21028176262975676,4,415.49079810987485,602.0651663248439,0.8014205334874142,50,0.0,2,0,3,3,1,5001,5001,5005,8400,8437,8446,8444,8453,8000,9105,8299
0,Olaf,TOP,14.9,True,6,4,7,244,8,58610,3073,3074,6610,3009,3156,6333,3340,3.6666666666666665,0.7333333333333333,0.40712041346121797,2,556.982230657816,1508.0673635147743,0.4982077088687105,70,2.0,9,0,1,3,0,5011,5008,5005,8000,8010,9111,9104,8299,8300,8410,8345
0,Olaf,TOP,14.9,False,6,4,2,184,0,16750,1054,3074,3047,6610,2055,3155,3340,0.5714285714285714,0.5714285714285714,0.36877847328512936,0,381.44508258814784,652.044493592759,0.7013031087065453,58,0.0,2,0,2,3,0,5001,5008,5005,8000,8010,9111,9104,8299,8300,8304,8410
0,Amumu,JUNGLE,14.9,False,11,4,1,17,75,8413,1103,3068,3047,3076,1011,0,3364,1.2857142857142858,0.6923076923076923,0.2419467249852062,0,345.5005043794753,423.3480031842263,1.2920194511250236,4,58.00000008940697,1,0,0,0,0,5001,5008,5005,8000,8010,9111,9105,8299,8100,8126,8106
0,Ezreal,TOP,14.9,False,12,4,2,287,14,34511,3042,3157,3078,3110,3156,3161,3340,4.6,0.5897435897435898,0.2675018379817446,1,460.90755072677905,806.5723172048852,0.8332404758526727,52,0.0,1,1,4,6,1,5001,5008,5005,8000,8010,8009,9103,8014,8300,8304,8347
0,Shen,MIDDLE,14.9,True,14,4,0,84,0,5841,1055,6664,3158,0,0,0,3340,2.0,0.26666666666666666,0.21151181738039665,3,337.09016770530053,382.78263578713626,0.29106336303650104,49,0.0,0,0,2,5,0,5001,5001,5008,8400,8437,8401,8444,8451,8100,8126,8106
0,Trundle,TOP,14.9,True,12,6,4,139,0,17898,1055,3153,3078,1036,3047,0,3340,7.0,0.3684210526315789,0.37058008981695406,3,557.0055525148107,1030.0451040214737,0.4891051312297532,81,0.0,5,0,0,6,0,5001,5008,5005,8000,8008,9111,9104,8014,8400,8446,8473
0,Khazix,JUNGLE,14.9,True,11,4,0,4,72,7043,1101,3142,3047,6701,0,0,3340,9.0,0.34615384615384615,0.15565786687132527,0,451.5009421369284,428.4782722674426,0.8582574129177778,4,62.000000059604645,1,0,0,6,0,5001,5008,5008,8300,8369,8304,8321,8347,8100,8143,8135
0,Darius,TOP,14.9,True,6,4,2,132,0,11354,1055,3078,3047,1028,2055,0,3340,5.0,0.15625,0.1994017504321422,0,464.29168430120086,727.415593930002,0.45950660683245675,80,0.0,3,0,1,3,0,5001,5008,5005,8000,8010,9111,9104,8299,8400,8473,8242
0,Olaf,JUNGLE,14.9,False,11,6,0,8,89,4097,1036,6631,1028,3047,0,0,3364,1.5,0.42857142857142855,0.1564172183539774,0,317.29376284251884,227.08276107213678,0.7159286327198705,0,66.00000008940697,0,0,0,5,0,5001,5008,5005,8000,8010,9111,9104,8299,8300,8304,8410
0,Zac,JUNGLE,14.9,True,11,4,1,19,109,11536,3065,3158,3068,3076,1011,0,3364,15.0,0.5,0.1252633194000694,0,399.56737502285733,412.41887743299236,0.9201303595902753,3,56.00000008940697,0,1,1,4,0,5001,5008,5007,8400,8439,8463,8429,8453,8000,9111,9105
0,Garen,JUNGLE,14.9,True,11,4,1,11,122,10999,3078,6631,3006,1028,0,0,3364,13.0,0.5416666666666666,0.1442565525794209,0,412.66808426628745,416.2245996032753,0.8467443068500532,1,60.00000008940697,0,0,2,3,1,5001,5008,5005,8000,8010,9111,9104,8299,8200,8275,8234
0,Mordekaiser,TOP,14.9,True,12,4,4,267,10,73992,3065,3157,6653,3111,4633,3116,3340,2.7,0.4909090909090909,0.31328232687430047,2,443.39596763441534,1593.4935212010134,0.7023852113492994,59,0.0,5,1,4,0,0,5001,5008,5005,8000,8010,9111,9105,8299,8400,8453,8473
0,Olaf,TOP,14.9,True,6,4,5,219,40,34243,6631,3009,6333,3156,6610,3073,3340,4.2,0.42857142857142855,0.23054409262202968,2,502.52451345753786,850.1676222510139,0.7979004615378431,52,0.0,4,1,6,6,1,5001,5008,5005,8000,8010,9111,9104,8299,8300,8345,8410
0,Rammus,TOP,14.9,True,6,4,3,229,4,24277,3075,3020,3068,3742,2504,1057,3340,7.333333333333333,0.4782608695652174,0.1650132242075515,0,424.22076087525426,701.4925536077659,0.9415250234666801,54,0.0,0,0,3,3,1,5001,5001,5005,8400,8439,8446,8429,8451,8300,8316,8304
0,Aatrox,TOP,14.9,True,12,4,0,139,0,14090,6698,3111,6610,0,0,0,3340,1.0,0.17391304347826086,0.17792119791992358,0,323.12721029383863,568.747000360934,0.5464565894924105,51,0.0,0,0,2,3,1,5001,5008,5008,8000,8010,9111,9105,8299,8400,8473,8453
0,Zed,MIDDLE,14.9,False,14,4,2,203,18,29418,6698,6692,3158,6699,6694,3134,3340,4.0,0.35555555555555557,0.18386139611839042,2,405.01606073252475,793.2040269684969,0.696843345090773,49,0.0,4,1,3,5,1,5001,5008,5008,8100,8112,8139,8138,8106,8200,8210,8237
0,Zac,UTILITY,14.8,False,14,4,0,5,0,517,3866,2422,1028,0,0,0,3340,1.0,0.045454545454545456,0.008706163161677464,0,174.43930295670734,23.36432643780838,0.03178027868885762,5,0.0,0,0,0,1,0,5001,5008,5007,8400,8439,8463,8473,8453,8300,8347,8304
0,Darius,UTILITY,14.8,False,6,4,0,26,0,10011,6631,3877,6692,1029,3047,0,3364,2.0,0.7368421052631579,0.22268791413662561,2,368.02472512120045,441.8849833408802,2.3153283010541754,20,0.0,2,0,0,1,0,5001,5008,5005,8000,8010,9111,9105,8299,8300,8306,8347
0,Leona,UTILITY,14.8,False,3,4,0,32,0,6588,3190,3869,3047,3082,3024,0,3364,1.1428571428571428,0.6153846153846154,0.08895350910381339,0,216.3877536157117,217.73753114731795,2.018839026936651,17,0.0,0,0,0,2,0,5001,5001,5007,8400,8439,8463,8473,8242,8300,8345,8347
0,Zed,JUNGLE,14.8,False,11,4,1,65,277,55039,6698,3047,3161,6694,6333,6676,3364,3.125,0.5952380952380952,0.27558141286058435,0,509.60152653430976,1060.925495340984,0.8468819755180641,1,76.00000005960464,3,1,3,4,0,5001,5008,5005,8300,8369,8304,8321,8347,8100,8143,8135
0,Olaf,JUNGLE,14.8,False,11,6,1,34,117,15164,6631,6610,3047,2021,3051,0,3340,2.75,0.7857142857142857,0.2692298783207345,0,441.0814364168003,644.3700751288278,0.7075786850781618,1,72.00000008940697,1,0,0,0,0,5001,5008,5005,8000,8010,9111,9104,8299,8300,8304,8410
0,Darius,UTILITY,14.8,True,6,4,2,47,16,11733,6631,3877,3111,6692,1029,0,3364,5.0,0.5,0.12035839611987403,1,335.612327151914,395.158362563254,2.2156675441446514,14,0.0,0,1,3,3,1,5001,5008,5005,8000,8010,9111,9104,8299,8300,8306,8347
0,Swain,UTILITY,14.8,False,14,4,0,42,0,10484,3871,3116,3020,1028,0,0,3340,0.1,0.09090909090909091,0.17908227982514427,1,208.20970806420837,438.24162547109864,1.9217396475784043,18,0.0,0,0,0,0,0,5001,5008,5008,8000,8010,8009,9105,8299,8400,8429,8451
0,JarvanIV,UTILITY,14.8,False,14,4,1,34,0,10500,3877,6692,3121,3111,0,0,3364,3.2,0.5714285714285714,0.11244004634105305,0,254.6849685498942,353.4232125466979,2.316660703357624,5,0.0,0,0,1,6,0,5001,5008,5008,8100,8112,8139,8138,8106,8400,8444,8453
0,Darius,UTILITY,14.8,False,6,4,0,32,0,5170,6631,3111,3877,0,0,0,3364,1.0,0.6666666666666666,0.1367173971715455,0,242.69073831368044,229.72198575975708,1.4281441520865663,12,0.0,0,0,1,3,0,5001,5008,5008,8100,9923,8126,8138,8105,8400,8473,8453
0,Zac,UTILITY,14.8,False,14,4,0,68,0,15092,3869,3068,3047,3075,3065,0,3364,1.0909090909090908,0.375,0.10473929071250744,1,265.5459786298836,394.46766429080645,2.0522097151179923,16,0.0,0,0,2,3,0,5001,5008,5007,8400,8439,8463,8429,8453,8000,9111,9105
0,Zed,JUNGLE,14.8,False,11,4,0,16,145,25311,6698,6692,3158,6694,3161,1036,3340,2.2857142857142856,0.6666666666666666,0.23484152982807646,0,493.70398339318126,860.2724103113006,0.7760842394880052,2,76.00000008940697,2,0,2,0,0,5001,5008,5005,8300,8369,8304,8321,8347,8100,8143,8106
0,Garen,TOP,14.8,False,14,4,5,257,4,29809,6631,3006,3066,3046,3078,8001,3340,3.0,0.391304347826087,0.3453819939832991,5,469.7201861529397,864.5040353625419,0.6876650112628806,57,0.0,7,0,1,4,1,5001,5008,5008,8000,8010,9111,9105,8299,8400,8451,8429
0,Chogath,UTILITY,14.8,False,14,4,1,35,9,42781,2420,3871,3020,6655,4645,6653,3364,2.0,0.5263157894736842,0.29876554431378305,0,372.3689516597283,1200.6073721186647,1.4743354968880418,11,0.0,5,0,3,0,1,5001,5008,5008,8200,8229,8226,8210,8237,8400,8473,8451
0,Zac,UTILITY,14.8,True,14,4,4,88,6,60479,3869,6665,3047,3075,2502,3068,3364,6.428571428571429,0.7894736842105263,0.2605376897471143,0,458.82196755255603,1521.2454178040607,1.5366806329858913,12,0.0,3,1,2,3,1,5001,5001,5007,8400,8439,8463,8429,8453,8000,9111,9105
0,Aatrox,UTILITY,14.8,True,14,4,4,52,0,12919,3077,3877,6692,2020,0,3111,3364,5.5,0.4583333333333333,0.14496559281276009,4,331.3679151959047,473.30426068775563,2.051206842576214,12,0.0,0,0,3,4,1,5001,5008,5008,8000,8010,9111,9105,8299,8400,8453,8444
0,Darius,UTILITY,14.8,True,6,4,2,34,11,19881,6631,3877,6692,3066,3047,1031,3364,4.2,0.5121951219512195,0.16719389152488087,8,359.87636170853915,688.5247996397003,2.6049353622404716,16,0.0,4,0,4,3,1,5001,5008,5008,8100,9923,8126,8138,8105,8400,8473,8453
0,Trundle,TOP,14.7,False,12,6,3,257,0,34973,3074,3078,3111,3091,3156,3153,3340,2.111111111111111,0.7037037037037037,0.28729435526132496,5,498.47891075477816,905.7353097269297,0.949263405484406,61,0.0,2,1,0,0,0,5001,5008,5005,8000,8008,9111,9104,8299,8400,8446,8473
0,KSante,TOP,14.7,True,12,6,5,202,4,24398,3211,3068,6662,3047,6665,0,3340,1.1,0.3055555555555556,0.16574879212791507,3,345.46507434710304,646.3258294790365,0.9622234710275773,61,0.0,1,1,4,0,0,5001,5001,5005,8400,8437,8446,8429,8451,8300,8345,8410
0,Garen,TOP,14.7,True,14,4,3,211,6,30402,6631,3006,3046,2021,3742,3078,3340,3.1666666666666665,0.5277777777777778,0.24495000250008153,0,510.8145246153154,931.5760194317944,0.8295658840753827,58,0.0,5,1,3,5,0,5001,5008,5008,8000,8010,9111,9105,8299,8400,8429,8451
0,Darius,TOP,14.7,True,6,4,0,108,0,5556,1055,3078,3047,1029,0,0,3340,3.0,0.17647058823529413,0.1583647965237312,2,360.5357876529427,356.0597550359163,0.9175710210646704,67,0.0,1,0,0,6,0,5001,5008,5005,8000,8010,9111,9105,8299,8400,8473,8242
0,Varus,TOP,14.7,True,6,4,3,200,0,27944,3089,3115,4633,3009,3137,0,3340,2.6666666666666665,0.5161290322580645,0.26234704123151303,2,488.37213737044533,908.4457489358051,0.7626919880158224,44,0.0,4,1,4,0,0,5001,5008,5005,8100,9923,8139,8138,8106,8000,9111,8017
0,Olaf,TOP,14.7,False,6,4,1,197,0,26765,6631,2021,6610,3047,3073,1037,3340,2.8333333333333335,0.7083333333333334,0.3344678405762425,4,523.142228053652,952.1412935209362,0.5763581847692069,71,0.0,8,0,1,6,0,5001,5008,5008,8000,8010,9111,9104,8299,8300,8345,8410
0,Kassadin,MIDDLE,14.7,False,12,4,0,148,0,6645,1082,6657,3040,3111,1052,0,3340,1.5,0.375,0.12655258065335295,3,335.6863641917249,288.4842339163081,0.5816585331428543,70,0.0,0,0,0,5,0,5001,5008,5008,8300,8369,8304,8321,8347,8100,8106,8139
0,Chogath,UTILITY,14.7,False,14,4,0,46,0,12414,3871,6655,3145,3020,2055,3113,3340,0.9,0.42857142857142855,0.15432242747577735,1,292.0676881109497,508.4328904971306,1.2118692016814174,17,0.0,1,0,1,4,0,5001,5008,5008,8200,8229,8226,8210,8237,8100,8106,8126
0,Darius,UTILITY,14.7,True,6,4,4,39,32,16070,3077,3877,3047,3742,3044,6692,3364,2.5714285714285716,0.5806451612903226,0.1219118336542458,0,326.44060068870505,464.26512195209324,1.927723350689539,12,4.0,0,0,2,6,1,5001,5008,5008,8100,9923,8126,8138,8105,8400,8444,8453
0,JarvanIV,UTILITY,14.7,False,14,4,0,50,1,9383,3877,3121,6692,3047,1028,1036,3364,1.2727272727272727,0.6086956521739131,0.10489731263761427,0,293.08196960143965,336.4484162619971,2.467780221580296,18,0.0,1,0,2,4,0,5001,5008,5008,8100,8112,8126,8138,8134,8400,8453,8401
0,MonkeyKing,MIDDLE,14.7,True,14,4,6,197,22,31771,6610,3047,6692,3156,3078,2019,3340,2.2857142857142856,0.41025641025641024,0.2393409762126488,3,473.6649476013525,918.2622005573581,0.8473616955427039,69,0.0,2,0,3,0,0,5001,5008,5005,8000,8010,9111,9104,8014,8400,8453,8444
0,Malphite,TOP,14.7,False,12,4,1,107,0,14669,1056,3082,3047,3076,3068,1027,3340,1.1428571428571428,0.6153846153846154,0.26954375765882255,1,339.2036855892113,727.1235438508724,0.6893296903551783,49,0.0,1,0,0,3,0,5001,5008,5005,8200,8229,8226,8210,8237,8400,8473,8451
0,Aatrox,TOP,14.7,True,12,4,1,133,0,13759,6698,1054,3134,3047,1028,1036,3340,6.0,0.21428571428571427,0.28030569701683405,2,434.0903147510031,842.9922032177345,0.41075148617835816,75,0.0,2,0,0,3,0,5001,5008,5008,8000,8010,9111,9105,8299,8400,8473,8453
0,Yone,MIDDLE,14.7,False,12,4,0,144,0,7140,1055,3006,3153,1018,1053,0,3340,2.0,0.4,0.20371535302317795,4,438.62431144248467,426.78565419791903,0.7234724481405213,88,0.0,1,0,0,1,0,5001,5008,5005,8000,8008,9111,9104,8299,8400,8444,8242
0,Sylas,MIDDLE,14.7,False,14,4,4,228,7,21876,2420,4645,4646,3020,3102,3100,3340,3.0,0.3870967741935484,0.2143806385646825,1,389.50561560500444,538.9572609369388,0.9361880646653294,53,3.600000023841858,1,0,2,5,0,5001,5008,5008,8100,8112,8143,8138,8105,8200,8237,8210
0,Chogath,MIDDLE,14.6,True,14,4,2,216,9,29211,1056,3020,6655,4646,3137,1058,3340,5.0,0.4411764705882353,0.23280780697224543,3,408.5971516175916,911.5902872642026,0.8539964416168273,75,0.0,1,1,2,4,0,5001,5008,5008,8200,8229,8226,8210,8237,8100,8126,8106
0,Ahri,MIDDLE,14.6,True,12,4,8,221,12,36151,3089,3020,3118,3100,4645,4630,3340,3.2857142857142856,0.45098039215686275,0.19363307071595193,3,462.4167936228668,976.519988947113,0.761111235742861,74,0.0,3,0,4,0,1,5001,5008,5005,8100,8112,8139,8138,8106,8200,8210,8226
0,Sylas,MIDDLE,14.6,False,12,4,1,145,4,19029,4646,1082,3100,1058,3020,1052,3340,1.5714285714285714,0.6111111111111112,0.2887676309660476,3,411.55513162726913,746.255556816809,0.7561954342762572,62,0.0,1,0,1,3,0,5001,5008,5008,8100,8112,8143,8138,8105,8200,8237,8210
0,Zed,MIDDLE,14.6,True,14,4,3,229,0,10096,6692,6698,3035,3158,0,0,3340,4.0,0.19047619047619047,0.14049885501930978,3,469.2693563389573,394.81680074760357,0.879735925508986,83,0.0,1,1,1,0,1,5001,5008,5008,8100,8112,8139,8138,8106,8200,8210,8275
0,JarvanIV,TOP,14.6,True,12,4,3,244,5,17982,3065,3121,6692,3047,6610,3067,3340,4.75,0.3275862068965517,0.11944798626017812,5,392.7298163732002,459.6305751411418,0.7625681502526567,75,0.0,1,0,5,6,0,5001,5008,5008,8400,8437,8401,8429,8453,8100,8134,8126
