,Champion,Role,Patch,Win,Summoner1,Summoner2,Turrets_Killed,Total_Minions_Killed,Total_Jungle_Monsters_Killed,Total_Damage_DealtToChampions,Item0,Item1,Item2,Item3,Item4,Item5,Item6,KDA,Kill_Participation,Damage_Share,Turret_Plates_Taken,Gold_Per_Minute,Damage_Per_Minute,Vision_Score_Per_Minute,Lane_Minions_Before_10_Minutes,Jungle_CS_Before_10_Minutes,Sol_Kills,Barons_Killed,Dragons_Killed,Void_Grubs_Killed,Rift_Heralds_Killed,Defense_Rune,Flex_Rune,Offense_Rune,Primary_Tree,Primary_Keystone,Primary_Choice1,Primary_Choice2,Primary_Choice3,Secondary_Tree,Secondary_Choice1,Secondary_Choice2
0,Volibear,TOP,14.6,False,12,6,1,193,0,51608,3121,2502,3076,3065,1037,3158,3340,1.0,0.36363636363636365,0.3164052726532476,1,327.6687186456746,1391.1773385659553,0.5736860486632553,56,0.0,2,0,1,3,1,5001,5001,5007,8400,8437,8446,8444,8453,8100,8134,8139
0,JarvanIV,TOP,14.6,False,12,4,0,113,0,3823,6692,2031,3070,3047,3067,0,3340,1.0,0.2857142857142857,0.12167218379914115,2,309.36002953868467,209.6050722409197,0.7259562459872226,53,0.0,0,0,0,0,0,5001,5008,5008,8400,8437,8401,8429,8453,8100,8126,8134
0,JarvanIV,TOP,14.6,True,12,4,0,119,0,7458,1055,3070,3133,3047,1036,1028,3340,2.5,0.29411764705882354,0.1974537643228536,0,371.950611797745,434.4796217219787,0.5631613168422951,59,0.0,1,0,2,0,0,5001,5008,5008,8400,8437,8401,8429,8453,8100,8126,8134
0,Trundle,TOP,14.6,False,12,6,5,309,17,26383,3075,3074,3078,3047,3181,1057,3364,1.1666666666666667,0.4375,0.25923724544288573,1,456.00222303207937,686.3157772723888,0.6266840566496227,89,0.0,1,0,1,3,0,5001,5008,5005,8000,8008,9111,9104,8299,8400,8446,8473
0,Mordekaiser,TOP,14.6,False,12,4,2,228,4,44696,4633,3157,6653,3047,3116,3076,3340,1.1818181818181819,0.38235294117647056,0.2872176046194863,2,420.66016615920364,1198.5068804495488,0.7205042512058873,43,0.0,3,0,0,1,1,5001,5008,5005,8000,8010,9111,9105,8299,8400,8473,8453
0,Zed,MIDDLE,14.6,True,14,4,9,222,15,68818,6692,6698,3071,3053,6696,3161,3340,5.833333333333333,0.603448275862069,0.292659402695278,5,535.0742608472997,1557.6952131618557,0.9820710213571151,61,0.0,9,1,3,0,1,5001,5008,5008,8100,8112,8139,8138,8106,8200,8210,8237
0,Aatrox,UTILITY,14.6,False,14,4,0,46,0,12425,3877,6698,3111,3156,1036,1036,3340,0.6363636363636364,0.3333333333333333,0.13997438572103998,1,291.6208267863624,416.45001906584275,1.6498265895353526,8,0.0,1,0,0,0,0,5001,5008,5008,8200,8229,8275,8210,8237,8400,8444,8453
0,Sylas,UTILITY,14.6,True,14,4,1,36,0,12633,3871,3100,3158,1082,3145,0,3364,11.0,0.55,0.194243743350338,1,341.07105296992165,574.4860531426065,2.2791866352461647,10,0.0,0,0,1,0,0,5001,5008,5008,8100,8112,8143,8138,8105,8200,8210,8237
0,Darius,UTILITY,14.6,True,3,6,1,35,0,14538,3877,6692,3111,2021,3133,0,3364,2.0,0.5454545454545454,0.12237430172396722,1,282.90277063249954,523.1623952977825,1.9096544869208296,10,0.0,0,1,1,2,0,5001,5008,5005,8100,9923,8126,8138,8105,8400,8473,8242
0,Aatrox,UTILITY,14.6,False,14,4,0,25,0,9403,3877,6698,3047,0,0,0,3364,1.25,0.38461538461538464,0.18708205126770433,2,251.37344720721183,407.8606498521275,2.2307204219361205,11,0.0,0,0,1,1,0,5001,5008,5008,8200,8229,8275,8210,8237,8400,8444,8453
0,Sylas,UTILITY,14.6,True,14,4,1,16,0,18937,3871,3158,3100,1082,4646,0,3364,2.111111111111111,0.5135135135135135,0.2283332930847488,2,347.08675989367,826.009157000486,1.517326947709617,7,0.0,1,0,1,3,1,5001,5008,5008,8100,8112,8143,8138,8105,8200,8210,8237
0,Trundle,TOP,14.6,False,12,6,3,213,16,26096,1055,3074,3047,3153,3078,3076,3340,1.2857142857142858,0.34615384615384615,0.2846247347059286,5,480.6240125962521,895.3242075574177,0.9706534182663186,79,0.0,6,0,2,0,1,5001,5008,5005,8000,8008,9111,9104,8299,8400,8473,8446
0,Olaf,TOP,14.6,True,12,6,5,216,6,22853,1055,3074,6610,3047,3073,1028,3340,7.0,0.45161290322580644,0.31141260624892675,3,531.9334556070718,829.7562272801281,0.9583209626106525,74,0.0,5,0,3,5,0,5001,5008,5008,8000,8010,9111,9104,8299,8300,8345,8410
0,Malphite,TOP,14.6,True,12,4,4,223,4,26559,1057,3068,3047,3075,2504,8020,3340,5.0,0.39473684210526316,0.2261029136840741,2,414.3540241163549,724.3997450373521,0.7719108043890012,57,0.0,3,0,4,1,0,5001,5001,5005,8400,8437,8401,8429,8451,8200,8226,8210
0,JarvanIV,TOP,14.6,False,12,4,0,166,0,16369,3121,6692,1055,3047,2021,1036,3340,1.125,0.36,0.20981591597279256,4,320.9976956653995,578.7725745449859,0.7349561401112421,67,0.0,3,0,1,1,0,5001,5008,5008,8400,8437,8401,8444,8453,8100,8126,8134
0,Mordekaiser,TOP,14.6,True,12,4,4,204,2,43592,3065,3116,3111,6653,4633,1057,3340,4.6,0.6388888888888888,0.39308153723410677,5,534.5367652650732,1473.6916214536882,0.6072814665702846,68,0.0,12,0,1,3,1,5001,5008,5005,8000,8010,9111,9105,8299,8400,8444,8453
0,JarvanIV,UTILITY,14.6,True,14,4,3,40,15,17129,3877,6692,3047,3121,6610,3211,3364,4.285714285714286,0.6976744186046512,0.12731121703117335,1,346.03655245222876,524.099097908282,2.1150411729108436,13,0.0,0,1,2,3,0,5001,5008,5007,8100,8112,8126,8138,8134,8300,8347,8304
0,Darius,UTILITY,14.6,False,6,4,2,40,0,5450,3877,6631,3047,3109,0,0,3364,0.4666666666666667,0.25925925925925924,0.03943036610733643,0,218.44827390455706,149.1990643158637,1.4975367033275278,7,0.0,0,0,1,3,1,5001,5008,5005,8000,8008,9111,9104,8299,8400,8444,8242
0,Mordekaiser,JUNGLE,14.6,True,11,6,1,15,85,5519,0,3116,3111,1026,1028,1052,3340,5.0,0.5555555555555556,0.23240019625601957,0,418.2197153697302,330.0252138080549,0.9888250749247027,3,62.00000008940697,1,0,0,6,0,5001,5008,5005,8000,8010,9111,9105,8299,8300,8304,8347
0,Mordekaiser,TOP,14.6,True,12,4,4,275,11,30972,1057,3157,3111,4633,3116,6653,3340,4.0,0.5,0.3767288460452505,4,525.1281726164987,884.7761834092763,0.8942136009224533,70,0.0,6,1,4,3,1,5001,5008,5008,8000,8010,9111,9105,8299,8400,8444,8453
0,Olaf,JUNGLE,14.6,False,11,6,1,21,150,15781,6610,3074,3047,3073,3155,0,3340,1.7142857142857142,0.6,0.22914786973992976,0,403.13318030532105,508.1599188263865,0.7846125765870962,0,56.00000011920929,3,0,0,0,1,5001,5008,5005,8000,8010,9111,9104,8299,8300,8345,8410
0,Renekton,UTILITY,14.6,True,14,4,0,22,4,5122,3877,3047,3133,1036,0,0,3364,2.0,0.6,0.18180988629374284,1,283.1119037388375,325.0447174507339,1.2796848319701615,16,0.0,0,0,1,3,0,5001,5008,5008,8000,8005,9111,9104,8299,8400,8473,8242
0,JarvanIV,UTILITY,14.6,False,3,4,0,65,0,23597,6692,3877,3121,6610,3047,3211,3364,1.8666666666666667,0.6086956521739131,0.12187447511552162,0,286.55785586147823,556.7866568041064,2.1088403096490826,14,0.0,0,1,2,3,0,5001,5008,5008,8100,8112,8126,8138,8134,8400,8444,8242
0,Olaf,TOP,14.6,True,12,6,4,161,0,9346,3047,3074,3073,3133,1055,1036,3340,0.625,0.11363636363636363,0.0917584617916717,0,332.4628053667221,303.14467922034686,0.6117563798761788,24,0.0,1,0,3,3,0,5001,5008,5005,8000,8010,9111,9104,8299,8300,8345,8410
0,Zed,JUNGLE,14.6,False,11,4,0,11,76,1758,1103,3077,3133,1036,2422,0,3340,0.0,,0.10074372775229769,0,307.5286900670739,110.29801897834461,0.5431773403835582,2,58.000000059604645,0,0,0,4,0,5001,5008,5005,8300,8369,8304,8321,8347,8100,8143,8106
0,Olaf,TOP,14.6,True,12,6,3,238,21,53635,3156,3074,3047,6610,3073,6665,3340,2.5,0.4878048780487805,0.3460169127552431,3,501.46034716146914,1453.3420662966314,1.164780536670379,77,0.0,8,1,3,3,0,5001,5008,5008,8000,8010,9111,9104,8299,8300,8345,8410
0,Renekton,TOP,14.6,False,12,4,2,201,0,23549,6610,6692,3053,3082,3047,1011,3340,1.0,0.5333333333333333,0.2802654362991608,1,404.83362776620675,744.6963080792376,0.8450684234857578,64,0.0,5,0,1,0,0,5001,5008,5008,8000,8010,9111,9104,8299,8400,8473,8242
0,Mordekaiser,TOP,14.6,True,12,4,3,193,10,20653,6653,3111,3116,4633,3211,2022,3340,10.0,0.4166666666666667,0.3395504187866567,4,505.24572894393106,844.0814659941075,0.5595111971770802,65,0.0,6,0,2,3,1,5001,5008,5005,8000,8010,9111,9105,8299,8400,8473,8453
0,Trundle,TOP,14.6,False,12,4,3,238,8,24261,1055,3153,3111,3078,3181,1028,3340,0.625,0.21739130434782608,0.24910411201388064,4,435.58083124306995,816.1082564731266,0.7017501642431517,84,0.0,4,0,2,5,0,5001,5008,5005,8000,8008,9111,9104,8299,8400,8446,8473
0,Zed,MIDDLE,14.6,True,14,4,3,175,6,20176,6692,6698,3158,6694,1054,2055,3364,3.0,0.2903225806451613,0.21449607803071594,3,411.9348734221915,696.3696915449566,0.767402691055615,53,0.0,3,1,0,6,1,5001,5008,5008,8100,8112,8139,8138,8106,8200,8210,8237
0,Yone,MIDDLE,14.6,False,12,4,1,243,12,57353,6670,3006,3153,6673,3031,3091,3340,0.8571428571428571,0.5217391304347826,0.3203676261061998,1,402.9429097370884,1484.6118877717697,0.523421586657012,60,0.0,3,0,2,0,0,5001,5008,5005,8000,8008,9111,9104,8299,8400,8444,8242
0,Jhin,UTILITY,14.6,True,3,4,0,59,0,8081,3142,3877,3179,3009,3134,0,3364,2.0,0.3076923076923077,0.0830480996078608,1,321.0889079680891,315.78565043574645,2.574359113200073,18,0.0,0,1,2,0,0,5001,5008,5005,8100,8128,8139,8136,8135,8200,8234,8275
0,Zed,JUNGLE,14.6,False,11,4,0,19,115,10357,6692,6698,3158,3035,2055,0,3340,1.75,0.20588235294117646,0.07678273836898443,0,307.56642781787764,298.11215390799845,0.6105102529841041,0,68.00000008940697,1,0,0,0,0,5001,5008,5005,8300,8369,8304,8321,8347,8100,8143,8106
0,KogMaw,TOP,14.6,False,6,4,1,80,2,18913,3153,3006,3124,3302,1028,0,3340,0.5384615384615384,0.4117647058823529,0.2776680538901037,0,638.5984028356364,1053.8119117552035,0.5480164668332731,33,4.0,2,0,0,0,0,5001,5008,5005,8000,8008,8009,9104,8017,8200,8226,8234
0,Olaf,TOP,14.6,True,12,6,6,253,16,41366,3074,3047,3065,6610,3073,3156,3340,1.8181818181818181,0.45454545454545453,0.2651383319555446,5,541.8720317970966,1147.0128411553017,0.5965435771857298,72,0.0,1,1,3,6,1,5001,5008,5005,8000,8010,9111,9104,8299,8300,8345,8410
0,Aatrox,TOP,14.6,False,12,4,1,205,9,35172,6698,6694,3047,3814,2021,1028,3364,0.9333333333333333,0.5185185185185185,0.20012788017601613,0,319.8174466244768,843.4402950665077,0.6631643370797653,65,0.0,1,0,2,3,1,5001,5008,5008,8000,8010,9111,9105,8299,8400,8473,8453
0,JarvanIV,TOP,14.6,True,12,4,7,253,0,35213,6610,3121,3047,6692,3065,2504,3340,3.2857142857142856,0.5609756097560976,0.2416451511182878,1,448.5853455860851,924.1398379547841,0.8333946404842534,85,0.0,3,1,2,1,1,5001,5008,5008,8400,8437,8401,8429,8453,8100,8126,8134
0,Kaisa,UTILITY,14.6,True,6,4,5,105,0,13345,3042,6655,3020,3137,1043,0,3340,1.375,0.2558139534883721,0.12334472651530037,1,577.7301856295035,613.6346230912071,0.49192754580210285,46,0.0,1,0,1,0,1,5001,5008,5005,8100,8128,8126,8138,8135,8200,8210,8226
0,Neeko,TOP,14.6,False,6,4,1,97,0,14175,3152,3157,1082,3020,3100,1058,3340,2.0,0.41379310344827586,0.17652297824695326,2,552.4282145091186,644.0689523159554,1.27102607861491,27,0.0,1,0,1,0,0,5001,5008,5008,8100,8128,8126,8138,8106,8200,8210,8226
0,Heimerdinger,BOTTOM,14.6,False,6,4,1,116,5,32075,3040,6653,3020,3116,4005,4630,3340,0.45454545454545453,0.15151515151515152,0.1689046881665931,2,530.1952406836607,1257.4735646019456,0.5187655843360849,46,0.0,1,1,1,5,1,5001,5008,5008,8100,8128,8126,8138,8106,8200,8226,8210
0,KSante,MIDDLE,14.6,False,6,4,1,80,0,11383,6662,3068,3047,1029,0,0,3340,0.5,0.21428571428571427,0.18000551149863658,0,539.0363630979258,808.5906665829797,0.3700922829295968,61,0.0,0,0,0,0,0,5001,5008,5008,8400,8437,8446,8429,8451,8000,9111,9105
0,Nautilus,JUNGLE,14.5,True,11,4,0,9,111,11125,3110,3068,3047,3211,1057,0,3340,17.0,0.6296296296296297,0.15553299669514037,1,389.7579611856025,437.81903344051943,1.0264346874905708,0,58.40000006556511,1,0,3,3,0,5001,5001,5005,8400,8439,8401,8429,8453,8000,9111,9105
0,Ezreal,JUNGLE,14.5,True,11,4,1,16,137,11879,3078,3042,3082,3024,3158,0,3364,8.0,0.38095238095238093,0.15062736859832226,0,416.8960273584665,456.3009176948617,1.1643949541348604,2,62.00000002980232,1,0,1,6,1,5001,5008,5005,8000,8005,9111,9104,8014,8100,8143,8105
0,Olaf,JUNGLE,14.5,True,11,6,1,5,69,9975,3074,3009,1102,3073,1028,0,3340,5.0,0.4166666666666667,0.22871942591342279,2,515.7074663492837,636.8689503761058,0.854428918917997,2,62.00000008940697,2,0,0,6,1,5001,5008,5005,8000,8010,9111,9104,8299,8300,8304,8410
0,Darius,JUNGLE,14.5,True,11,6,0,18,142,22584,3742,3047,3078,2021,1028,1037,3364,5.333333333333333,0.6956521739130435,0.30701971983799303,1,478.29465443936033,880.8163720834868,0.7820799185554812,3,75.75000011920929,2,0,2,6,1,5001,5008,5005,8000,8010,9111,9104,8299,8200,8275,8234
0,JarvanIV,TOP,14.5,True,12,4,2,149,0,4773,1055,3070,6692,3111,0,0,3340,2.0,0.09090909090909091,0.13504284075438558,3,463.68129994624906,307.85741254258767,0.4646271433214744,85,0.0,1,0,1,3,0,5001,5008,5008,8400,8437,8401,8429,8453,8100,8126,8134
0,Mordekaiser,TOP,14.5,False,12,4,3,241,2,32293,3157,3047,3116,4633,6653,0,3340,1.1428571428571428,0.2962962962962963,0.3247231796904439,0,446.9747498898882,1014.3277223072504,0.8447073007643596,61,0.0,5,0,1,0,0,5001,5008,5005,8000,8010,9111,9105,8299,8400,8473,8453
0,JarvanIV,UTILITY,14.5,False,14,4,0,28,0,4231,3877,3111,3133,3070,1037,1036,3364,1.5,0.3,0.10289076751381313,0,229.315111631857,194.5554201268176,1.4594004372349918,15,0.0,0,0,1,3,1,5001,5008,5008,8100,8112,8126,8138,8134,8300,8347,8345
0,JarvanIV,UTILITY,14.5,True,14,4,2,65,6,23144,3877,3121,3111,6692,6610,3067,3364,3.111111111111111,0.6222222222222222,0.16476603928293954,0,340.58137485244737,651.3105923769168,2.457174307374149,18,0.0,2,1,2,3,1,5001,5008,5008,8100,8112,8126,8138,8134,8300,8347,8306
0,Aatrox,UTILITY,14.5,False,14,4,1,44,4,10100,6698,3877,3047,2021,1036,0,3364,1.2,0.46153846153846156,0.1436516744531115,0,251.0634303799526,350.6611229424148,2.0038857227433513,22,0.0,1,0,2,2,0,5001,5008,5008,8200,8229,8275,8210,8237,8400,8444,8453
0,Aatrox,UTILITY,14.5,False,14,4,0,34,0,7263,6698,3877,0,3047,0,0,3364,0.625,0.35714285714285715,0.16946891536211986,1,272.9380802224103,340.3645332035862,1.6898999083409196,12,0.0,1,0,2,0,0,5001,5008,5008,8200,8229,8275,8210,8237,8400,8444,8453
0,TwistedFate,MIDDLE,14.5,True,6,4,7,155,12,21354,2420,3020,3100,3094,6657,1056,3340,5.0,0.4838709677419355,0.24267439512853337,5,557.3380449383067,868.5228135480795,0.5884315792596098,70,0.0,4,0,2,6,0,5001,5008,5005,8100,8112,8139,8138,8135,8300,8316,8352
0,Yone,MIDDLE,14.5,False,12,4,2,234,25,13804,3031,3153,3006,6673,1057,0,3340,0.5555555555555556,0.16666666666666666,0.09835605506874659,2,352.63104355951447,401.4516029787125,0.6009819816710313,88,0.0,0,0,2,6,1,5001,5008,5005,8000,8008,9111,9104,8299,8400,8242,8444
0,Renekton,MIDDLE,14.5,True,14,4,0,200,0,20669,1054,7001,3155,3047,6610,1036,3340,1.1666666666666667,0.17073170731707318,0.13297724548755296,1,338.6554176636162,705.8731236635097,0.5911502539822069,79,0.0,0,1,2,4,0,5001,5008,5008,8000,8005,9111,9104,8299,8400,8473,8242
0,Renekton,MIDDLE,14.5,False,14,4,0,118,0,5656,1055,3047,6692,1036,0,0,3340,0.6666666666666666,0.3333333333333333,0.2304508053246276,1,343.05885801105853,358.66548650464193,0.40865998566521855,75,0.0,0,0,1,1,0,5001,5008,5008,8000,8010,9111,9104,8299,8400,8473,8242
0,Yone,JUNGLE,14.5,True,11,4,2,30,198,45197,6673,3153,3006,3031,3091,6333,3340,3.7142857142857144,0.5416666666666666,0.22864669517281214,0,414.70359131754327,1044.7643029414867,0.7032842307593261,3,62.00000008940697,1,0,4,2,1,5001,5008,5005,8000,8008,9111,9104,8299,8100,8138,8135
0,Zed,MIDDLE,14.5,True,14,4,2,175,6,24596,6698,3158,6692,6699,3035,0,3340,4.666666666666667,0.3181818181818182,0.22875500492987527,2,459.18647153596106,943.4474802914358,0.6132919929035362,71,0.0,5,0,2,0,1,5001,5008,5008,8100,8112,8139,8138,8106,8200,8210,8237
0,Ahri,MIDDLE,14.5,False,12,4,0,159,0,9442,1056,3020,3118,3145,1052,0,3340,1.0,0.3333333333333333,0.3237936291668194,1,317.6137597879937,468.61088554706413,0.7828205853110368,85,0.0,1,0,1,1,0,5001,5008,5005,8100,8112,8139,8138,8106,8200,8226,8210
0,Yone,MIDDLE,14.5,False,12,6,0,22,0,748,1054,2003,0,0,0,0,3340,0.0,0.0,0.07508953259879649,0,211.77891823995492,90.08395485971424,0.0,22,0.0,0,0,0,0,0,5001,5008,5005,8000,8008,9111,9104,8299,8400,8444,8453
0,Olaf,TOP,14.5,False,12,6,1,250,0,10125,3074,3156,3073,3009,0,0,3340,0.4,0.15384615384615385,0.15464400338640272,3,381.0471151696938,359.31150034255506,0.8181116607218034,90,0.0,0,0,1,6,0,5001,5008,5008,8000,8010,9111,9104,8299,8300,8345,8410
0,Yone,MIDDLE,14.5,True,12,4,4,218,13,24351,1037,3006,3153,6673,6662,1038,3340,2.2,0.28205128205128205,0.1728681500937691,3,449.8032988362205,792.7499553506392,0.7738505347395526,58,0.0,2,0,1,3,0,5001,5008,5005,8000,8021,9111,9104,8299,8400,8444,8453
0,Aatrox,UTILITY,14.5,False,14,4,1,87,20,37825,6698,3047,3877,6610,3161,3053,3364,3.5714285714285716,0.7575757575757576,0.24623626596897855,0,413.3181658892579,956.538514796087,2.5641245452094945,19,0.0,1,1,0,6,0,5001,5008,5008,8000,8010,9111,9105,8299,8100,8143,8135
0,JarvanIV,UTILITY,14.5,True,14,4,3,33,0,16081,3877,3121,2021,6692,3133,3047,3364,9.0,0.46153846153846156,0.1456556978114402,1,348.0492466876973,626.9483180162317,1.6801894153676844,11,0.0,2,0,3,3,1,5001,5008,5008,8200,8214,8226,8210,8237,8300,8304,8347
0,Olaf,TOP,14.5,True,6,4,2,149,0,9277,3074,3009,1054,2021,1042,0,3340,1.6666666666666667,0.2777777777777778,0.2582961567480096,1,484.7449595294068,507.9921974007,0.9474952569872305,67,0.0,5,0,1,3,0,5001,5008,5005,8000,8010,9111,9104,8299,8300,8345,8410
0,Aatrox,TOP,14.5,True,12,4,2,225,3,30974,6698,3047,6610,2021,3161,1037,3340,4.666666666666667,0.5,0.32978582249064387,3,520.5068147904896,1030.6900377244806,0.752159243133216,71,0.0,4,2,1,6,0,5001,5008,5008,8000,8010,9111,9105,8299,8400,8473,8453
0,Olaf,TOP,14.5,False,6,4,1,172,2,11254,6631,3047,1054,3073,1029,0,3340,1.5,0.2727272727272727,0.17739021716890768,3,390.79587431824496,489.459501902288,0.6701691079309295,62,0.0,1,0,2,2,1,5001,5008,5008,8000,8010,9111,9104,8299,8300,8345,8410
0,Yone,MIDDLE,14.5,False,12,4,0,81,0,6355,1054,3006,1053,1043,0,0,3340,0.0,0.0,0.22119866914233527,2,263.87867897252426,416.03878800131497,0.0,53,0.0,0,0,0,1,0,5001,5008,5005,8000,8021,9111,9104,8299,8400,8453,8444
0,Malphite,MIDDLE,14.5,True,12,4,1,257,0,35541,3157,3047,7004,3100,3089,4645,3340,2.625,0.5526315789473685,0.24504987800631903,5,487.27093571793387,882.4014304173302,0.6520566066697728,68,0.0,4,1,4,5,1,5001,5008,5008,8200,8229,8226,8210,8237,8100,8126,8106
0,JarvanIV,,14.5,True,6,4,6,133,16,37014,6692,3121,3047,6610,3065,2502,3340,,,,,,,,,,,0,2,0,0,5001,5008,5008,8000,8010,9111,9105,8299,8100,8143,8135
0,Olaf,TOP,14.5,False,6,4,2,237,2,20007,3074,3053,3047,3073,6665,0,3340,0.875,0.3684210526315789,0.23578217824767617,5,444.808714649991,620.1564408258831,0.9840061501851011,70,0.0,3,0,1,6,0,5001,5008,5008,8000,8010,9111,9104,8299,8300,8345,8410
0,Olaf,TOP,14.5,False,6,4,5,224,10,50338,3074,3047,3073,3053,6333,6665,3340,2.3,0.6052631578947368,0.30655182667701975,0,473.78987552852124,1299.3385509607435,0.8249824733715466,47,0.0,6,0,4,3,0,5001,5008,5008,8000,8010,9111,9104,8299,8300,8345,8410
0,Yone,MIDDLE,14.5,True,12,4,2,196,10,26920,1054,3153,3006,6673,3031,0,3340,6.333333333333333,0.4523809523809524,0.21795782203823091,4,440.7356598362613,978.1354015483513,0.9614283751148426,78,0.0,1,1,2,6,1,5001,5008,5005,8000,8008,9111,9104,8299,8400,8453,8444
0,Yone,JUNGLE,14.5,True,11,4,1,17,174,22707,3153,3006,6673,3031,6662,0,3340,2.6,0.3333333333333333,0.19263293390217598,0,402.87698743362273,637.1732076455546,1.1676896557662875,2,69.60000011324883,2,0,3,6,1,5001,5008,5005,8000,8008,9111,9104,8299,8100,8138,8135
0,Aatrox,UTILITY,14.5,False,14,4,0,21,0,3927,3877,3047,1036,1037,0,0,3340,0.0,0.0,0.16345964962585616,0,223.7581089354462,248.49061486498857,1.315327386572738,15,0.0,0,0,1,3,0,5001,5008,5008,8000,8010,9111,9105,8299,8400,8453,8444
0,Olaf,TOP,14.5,True,12,6,5,331,10,28169,3074,3073,6610,3047,3053,2019,3340,2.0,0.36363636363636365,0.17188560488632165,0,449.50387820120636,726.4310131705647,0.784630774944296,78,0.0,2,1,4,3,0,5001,5008,5005,8000,8010,9111,9104,8299,8300,8345,8410
0,Olaf,TOP,14.5,False,6,4,0,127,4,11063,3074,3047,1055,1042,1036,1036,3340,0.2857142857142857,0.18181818181818182,0.28843225609477063,0,309.80433295421193,557.1364957807098,0.953056991699576,55,0.0,2,0,0,0,0,5001,5008,5008,8000,8010,9111,9104,8299,8300,8345,8410
0,JarvanIV,TOP,14.5,False,12,4,1,222,0,27915,3065,6692,3121,3111,6610,1029,3340,3.0,0.5806451612903226,0.2439197255426202,0,359.7906022102708,741.9148432794404,0.9064749047899182,74,0.0,4,0,0,1,1,5001,5008,5008,8400,8437,8401,8444,8453,8100,8126,8134
0,JarvanIV,,14.5,True,6,4,2,69,10,20661,6692,3121,3111,6610,3211,3067,3340,,,,,,,,,,,0,1,3,0,5001,5008,5008,8000,8010,9111,9105,8299,8400,8401,8453
0,JarvanIV,UTILITY,14.5,True,14,4,1,24,0,6689,6692,3877,3047,3070,0,0,3340,3.0,0.3333333333333333,0.13747174389132588,1,285.8591202460785,351.13803444236726,1.7323002018931308,15,0.0,0,0,2,4,1,5001,5008,5008,8100,8112,8126,8138,8106,8400,8401,8444
0,Aatrox,UTILITY,14.5,True,14,4,4,61,4,15218,6698,3111,3877,6694,0,0,3340,3.2,0.5333333333333333,0.15405320861482677,0,362.2891830629883,540.5152613262743,1.78821419738551,15,0.0,1,0,2,2,1,5001,5008,5008,8000,8010,9111,9105,8299,8400,8473,8453
0,JarvanIV,TOP,14.5,False,12,4,1,215,0,25788,3065,3121,6692,3047,6610,1029,3340,2.3333333333333335,0.5,0.2548273163236735,0,380.6100698730268,727.3318746009803,1.1662852367438346,59,0.0,2,1,3,1,0,5001,5008,5008,8400,8437,8401,8429,8453,8100,8126,8134
0,Olaf,TOP,14.5,False,12,6,0,140,2,13154,3074,1042,1055,3009,1028,0,3340,0.3333333333333333,0.25,0.3177128348772786,0,344.4712944295176,711.912667459273,0.4454866567046073,70,0.0,2,0,1,0,0,5001,5008,5005,8000,8010,9111,9104,8299,8300,8345,8410
0,Zed,JUNGLE,14.5,False,11,4,0,62,191,36598,6698,3161,6699,6694,6696,3158,3340,1.75,0.5384615384615384,0.33138044644760367,0,481.41732269543326,983.783580943389,1.2178721944765563,4,66.00000005960464,6,0,2,2,1,5001,5008,5005,8300,8369,8304,8321,8347,8200,8237,8210
0,Zed,JUNGLE,14.5,True,11,4,0,0,0,0,1103,2003,0,0,0,0,3340,0.0,,0.0,0,272.4805049818799,0.0,0.0,0,0.0,0,0,0,0,0,5001,5008,5005,8300,8369,8304,8321,8347,8200,8237,8210
0,Olaf,TOP,14.5,False,12,6,1,272,2,40795,3074,3053,3047,3071,3073,2019,3340,2.25,0.5294117647058824,0.30085628354777094,4,441.2258348574429,1118.1084865578785,1.157738367785377,83,0.0,6,0,3,6,0,5001,5008,5005,8000,8010,9111,9104,8299,8300,8345,8410
0,Aatrox,TOP,14.5,True,12,4,4,186,13,33758,6698,6692,3047,6694,3814,2021,3340,6.0,0.6666666666666666,0.3616876471762608,4,566.3394544913268,1186.6021321221192,0.9378898343782549,75,0.0,8,1,1,4,1,5001,5008,5008,8000,8010,9111,9105,8299,8400,8473,8453
0,JarvanIV,TOP,14.5,False,12,4,5,240,4,38057,2502,6692,3121,3047,6610,3065,3340,4.142857142857143,0.5576923076923077,0.23013386575597133,5,408.3517556915614,852.9057870177351,0.8539325752893187,79,0.0,6,0,3,3,1,5001,5008,5008,8400,8437,8401,8429,8453,8100,8126,8134
0,Yone,JUNGLE,14.5,False,11,4,0,58,111,29802,6673,6672,3031,3006,1057,1043,3340,2.0,0.5925925925925926,0.26100935530102637,0,470.8359242306227,1009.5164206066693,1.057405724302819,2,60.00000008940697,3,0,1,0,0,5001,5008,5005,8000,8008,9111,9104,8299,8300,8304,8347
0,JarvanIV,,14.4,False,6,4,1,93,15,17841,6692,3047,3121,6610,3065,0,3340,,,,,,,,,,,0,0,0,0,5001,5008,5008,8000,8010,9111,9105,8299,8100,8143,8135
0,Zed,,14.4,True,6,4,1,89,21,44220,6692,3111,6697,6694,3814,1036,3340,,,,,,,,,,,0,2,6,0,5001,5008,5008,8100,8112,8143,8138,8135,8200,8275,8234
0,JarvanIV,TOP,14.4,False,14,4,0,196,5,37411,6610,3121,3047,6692,3065,0,3340,2.857142857142857,0.8333333333333334,0.34542208902266913,0,406.79212419291747,1167.8621474761544,0.8269526822974791,50,0.0,3,0,1,0,1,5001,5008,5008,8400,8437,8401,8429,8453,8100,8126,8134
